,Name,Type,Nominations,Wins,Awards,Performances
674,Lovemusik,Original,21,4,"['Drama Desk Award + Nominee + Outstanding Book of a Musical', 'Drama Desk Award + Winner + Outstanding Orchestrations', 'Drama Desk Award + Nominee + Outstanding Musical', 'Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Drama Desk Award + Winner + Outstanding Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Featured Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Choreography', 'Drama Desk Award + Nominee + Outstanding Costume Design', 'Drama Desk Award + Nominee + Outstanding Director of a Musical', 'Drama Desk Award + Nominee + Outstanding Lighting Design', 'Drama Desk Award + Nominee + Outstanding Set Design for a Musical', 'Drama Desk Award + Nominee + Outstanding Sound Design', 'Outer Critics Circle + Nominee + Outstanding Costume Design', 'Outer Critics Circle + Nominee + Outstanding Actor in a Musical', 'Outer Critics Circle + Winner + Outstanding Actress in a Musical', 'Outer Critics Circle + Winner + Outstanding Featured Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding New Broadway Musical', 'Tony Award + Nominee + Best Featured Actor in a Musical', 'Tony Award + Nominee + Best Orchestrations', 'Tony Award + Nominee + Best Actor in a Musical', 'Tony Award + Nominee + Best Actress in a Musical']",60
675,Deuce,Original,1,0,['Tony Award + Nominee + Best Actress in a Play'],121
676,Radio Golf,Original,10,1,"['Drama Desk Award + Nominee + Outstanding Featured Actor in a Play', 'Drama Desk Award + Nominee + Outstanding Play', 'Drama Desk Award + Nominee + Outstanding Set Design for a Play', 'Drama League + Nominee + Distinguished Production of a Play', ""New York Drama Critics' Circle + Winner + Best American Play"", 'Outer Critics Circle + Nominee + Outstanding New Broadway Play', 'Tony Award + Nominee + Best Featured Actor in a Play', 'Tony Award + Nominee + Best Featured Actor in a Play', 'Tony Award + Nominee + Best Scenic Design of a Play', 'Tony Award + Nominee + Play']",64
677,110 in the Shade,Revival,11,1,"['Drama Desk Award + Winner + Outstanding Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Revival of a Musical', 'Drama League + Nominee + Distinguished Revival of a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Revival of a Musical', 'Tony Award + Nominee + Best Featured Actor in a Musical', 'Tony Award + Nominee + Best Actress in a Musical', 'Tony Award + Nominee + Best Orchestrations', 'Tony Award + Nominee + Best Lighting Design of a Musical', 'Tony Award + Nominee + Best Revival of a Musical']",94
678,Old Acquaintance,Revival,0,0,[],61
679,Xanadu,Original,12,2,"['Drama Desk Award + Nominee + Outstanding Featured Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Director of a Musical', 'Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Musical', 'Drama Desk Award + Winner + Outstanding Book of a Musical', 'Drama Desk Award + Nominee + Outstanding Choreography', 'Drama League + Nominee + Distinguished Production of a Musical', 'Outer Critics Circle + Winner + Outstanding New Broadway Musical', 'Tony Award + Nominee + Best Choreography', 'Tony Award + Nominee + Best Book of a Musical', 'Tony Award + Nominee + Best Actress in a Musical', 'Tony Award + Nominee + Musical']",512
680,Grease,Musical+Comedy+Revival,1,0,['Tony Award + Nominee + Best Revival of a Musical'],554
681,Mauritius,Original,1,0,['Tony Award + Nominee + Best Featured Actor in a Play'],61
682,The Ritz,Revival,1,0,['Drama League + Nominee + Distinguished Revival of a Play'],69
683,Pygmalion,Comedy+Revival,0,0,[],69
684,The 24 Hour Plays 2007,Original,0,0,[],1
685,A Bronx Tale,Original,2,0,"['Drama League + Nominee + Distinguished Revival of a Play', 'Outer Critics Circle + Nominee + Outstanding Solo Performance']",111
686,Duran Duran: Red Carpet Massacre,Original,0,0,[],7
687,Cyrano de Bergerac,Play+Drama+Revival,4,1,"['Drama Desk Award + Nominee + Outstanding Actor in a Play', 'Outer Critics Circle + Winner + Outstanding Actor in a Play', 'Outer Critics Circle + Nominee + Outstanding Revival of a Play', 'Tony Award + Nominee + Best Costume Design of a Play']",56
688,Rock 'n' Roll,Original,9,0,"['Drama Desk Award + Nominee + Outstanding Actor in a Play', 'Drama Desk Award + Nominee + Outstanding Actress in a Play', 'Drama Desk Award + Nominee + Outstanding Play', 'Drama League + Nominee + Distinguished Production of a Play', 'Outer Critics Circle + Nominee + Outstanding New Broadway Play', 'Tony Award + Nominee + Best Actor in a Play', 'Tony Award + Nominee + Best Featured Actress in a Play', 'Tony Award + Nominee + Best Sound Design of a Play', 'Tony Award + Nominee + Play']",123
689,Young Frankenstein,Musical+Original,22,1,"['Drama Desk Award + Nominee + Outstanding Featured Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Featured Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Choreography', 'Drama Desk Award + Nominee + Outstanding Costume Design', 'Drama Desk Award + Nominee + Outstanding Featured Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Lyrics', 'Drama Desk Award + Nominee + Outstanding Orchestrations', 'Drama Desk Award + Nominee + Outstanding Set Design for a Musical', 'Drama League + Nominee + Distinguished Production of a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding Director of a Musical', 'Outer Critics Circle + Nominee + Outstanding Choreographer', 'Outer Critics Circle + Nominee + Outstanding Set Design', 'Outer Critics Circle + Nominee + Outstanding Costume Design', 'Outer Critics Circle + Nominee + Outstanding Lighting Design', 'Outer Critics Circle + Nominee + Outstanding Actor in a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Musical', 'Outer Critics Circle + Winner + Outstanding New Broadway Musical', 'Outer Critics Circle + Nominee + Outstanding New Score', 'Tony Award + Nominee + Best Featured Actress in a Musical', 'Tony Award + Nominee + Best Scenic Design of a Musical', 'Tony Award + Nominee + Best Featured Actor in a Musical']",485
690,Dr. Seuss' How the Grinch Stole Christmas!,Revival,0,0,[],96
691,Cymbeline,Revival,0,0,[],40
692,The Farnsworth Invention,Original,2,1,"['Drama League + Nominee + Distinguished Production of a Play', 'Theatre World Awards + Winner + Theatre World Award']",104
693,August: Osage County,Play+Original,20,15,"['Drama Desk Award + Winner + Outstanding Actress in a Play', 'Drama Desk Award + Nominee + Outstanding Actress in a Play', 'Drama Desk Award + Nominee + Outstanding Featured Actress in a Play', 'Drama Desk Award + Nominee + Outstanding Featured Actor in a Play', 'Drama Desk Award + Winner + Outstanding Play', 'Drama Desk Award + Winner + Outstanding Director of a Play', 'Drama League + Winner + Outstanding New Broadway Play', 'Drama League + Winner + Distinguished Production of a Play', ""New York Drama Critics' Circle + Winner + Best Play"", 'Outer Critics Circle + Winner + Outstanding Director of a Play', 'Outer Critics Circle + Winner + Outstanding Actress in a Play', 'Outer Critics Circle + Winner + Outstanding New Broadway Play', 'Pulitzer Prize + Winner + Pulitzer Prize for Drama', 'Tony Award + Nominee + Best Actress in a Play', 'Tony Award + Winner + Play', 'Tony Award + Winner + Best Scenic Design of a Play', 'Tony Award + Winner + Best Direction of a Play', 'Tony Award + Winner + Best Featured Actress in a Play', 'Tony Award + Nominee + Best Lighting Design of a Play', 'Tony Award + Winner + Best Actress in a Play']",648
694,The Seafarer,Original,8,2,"['Drama Desk Award + Winner + Outstanding Featured Actor in a Play', 'Drama League + Nominee + Distinguished Production of a Play', 'Outer Critics Circle + Nominee + Outstanding New Broadway Play', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Play', 'Tony Award + Nominee + Best Featured Actor in a Play', 'Tony Award + Winner + Best Featured Actor in a Play', 'Tony Award + Nominee + Best Direction of a Play', 'Tony Award + Nominee + Play']",133
695,Is He Dead?,Original,2,0,"['Outer Critics Circle + Nominee + Outstanding Featured Actor in a Play', 'Tony Award + Nominee + Best Featured Actor in a Play']",105
696,The Homecoming,Drama+Revival,7,2,"['Drama Desk Award + Winner + Outstanding Ensemble Performance', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Play', 'Outer Critics Circle + Nominee + Outstanding Actress in a Play', 'Outer Critics Circle + Winner + Outstanding Revival of a Play', 'Tony Award + Nominee + Best Actress in a Play', 'Tony Award + Nominee + Best Featured Actor in a Play', 'Tony Award + Nominee + Best Revival of a Play']",137
697,The Little Mermaid,Original,6,0,"['Drama Desk Award + Nominee + Outstanding Set Design for a Musical', 'Drama Desk Award + Nominee + Outstanding Lighting Design', 'Drama Desk Award + Nominee + Outstanding Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actress in a Musical', 'Tony Award + Nominee + Best Lighting Design of a Musical', 'Tony Award + Nominee + Best Original Score']",685
698,The 39 Steps,Original,14,5,"['Drama Desk Award + Winner + Unique Theatrical Experience', 'Drama Desk Award + Winner + Unique Theatrical Experience', 'Drama Desk Award + Nominee + Outstanding Sound Design', 'Drama Desk Award + Winner + Outstanding Lighting Design', 'Drama League + Nominee + Distinguished Production of a Play', 'Outer Critics Circle + Nominee + Outstanding New Broadway Play', 'Outer Critics Circle + Nominee + Outstanding Lighting Design', 'Outer Critics Circle + Nominee + Outstanding Director of a Play', 'Tony Award + Nominee + Best Costume Design of a Play', 'Tony Award + Winner + Best Lighting Design of a Play', 'Tony Award + Nominee + Best Direction of a Play', 'Tony Award + Winner + Best Sound Design of a Play', 'Tony Award + Nominee + Best Scenic Design of a Play', 'Tony Award + Nominee + Play']",771
699,November,Original,3,1,"['Drama League + Nominee + Distinguished Production of a Play', 'Outer Critics Circle + Winner + Outstanding Featured Actress in a Play', 'Tony Award + Nominee + Best Featured Actress in a Play']",205
700,"Come Back, Little Sheba",Revival,4,0,"['Outer Critics Circle + Nominee + Outstanding Actress in a Play', 'Outer Critics Circle + Nominee + Outstanding Actor in a Play', 'Outer Critics Circle + Nominee + Outstanding Revival of a Play', 'Tony Award + Nominee + Best Actress in a Play']",58
701,Sunday in the Park with George,Musical+Revival,23,5,"['Drama Desk Award + Nominee + Outstanding Revival of a Musical', 'Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Actress in a Musical', 'Drama Desk Award + Winner + Outstanding Orchestrations', 'Drama Desk Award + Nominee + Outstanding Director of a Musical', 'Drama Desk Award + Nominee + Outstanding Lighting Design', 'Drama Desk Award + Winner + Outstanding Projection and Video Design', 'Drama League + Nominee + Distinguished Revival of a Musical', 'Outer Critics Circle + Nominee + Outstanding Revival of a Musical', 'Outer Critics Circle + Winner + Outstanding Set Design', 'Outer Critics Circle + Nominee + Outstanding Costume Design', 'Outer Critics Circle + Winner + Outstanding Lighting Design', 'Outer Critics Circle + Nominee + Outstanding Actor in a Musical', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Best Revival of a Musical', 'Tony Award + Nominee + Best Costume Design of a Musical', 'Tony Award + Nominee + Best Orchestrations', 'Tony Award + Nominee + Best Scenic Design of a Musical', 'Tony Award + Nominee + Best Sound Design of a Musical', 'Tony Award + Nominee + Best Direction of a Musical', 'Tony Award + Nominee + Best Lighting Design of a Musical', 'Tony Award + Nominee + Best Actor in a Musical', 'Tony Award + Nominee + Best Actress in a Musical']",149
702,Passing Strange,Musical+Original,19,7,"['Drama Desk Award + Nominee + Outstanding Actor in a Musical', 'Drama Desk Award + Nominee + Outstanding Book of a Musical', 'Drama Desk Award + Nominee + Outstanding Orchestrations', 'Drama Desk Award + Winner + Outstanding Musical', 'Drama Desk Award + Nominee + Outstanding Choreography', 'Drama Desk Award + Winner + Outstanding Lyrics', 'Drama Desk Award + Winner + Outstanding Music', 'Drama League + Nominee + Distinguished Production of a Musical', ""New York Drama Critics' Circle + Winner + Best Musical"", 'Outer Critics Circle + Nominee + Outstanding New Score', 'Theatre World Awards + Winner + Theatre World Award', 'Theatre World Awards + Winner + Theatre World Award', 'Tony Award + Nominee + Musical', 'Tony Award + Winner + Best Book of a Musical', 'Tony Award + Nominee + Best Orchestrations', 'Tony Award + Nominee + Best Original Score', 'Tony Award + Nominee + Best Featured Actor in a Musical', 'Tony Award + Nominee + Best Featured Actress in a Musical', 'Tony Award + Nominee + Best Actor in a Musical']",165
703,Cat on a Hot Tin Roof,Play+Drama+Revival,1,1,['Outer Critics Circle + Winner + Outstanding Featured Actor in a Play'],125
704,In the Heights,Musical+Original,14,5,"['Clarence Derwent Award + Winner + Most Promising Male Performer', 'Tony Award + Nominee + Best Costume Design of a Musical', 'Tony Award + Winner + Best Choreography', 'Tony Award + Nominee + Best Book of a Musical', 'Tony Award + Nominee + Best Actor in a Musical', 'Tony Award + Nominee + Best Lighting Design of a Musical', 'Tony Award + Nominee + Best Featured Actress in a Musical', 'Tony Award + Nominee + Best Featured Actor in a Musical', 'Tony Award + Nominee + Best Direction of a Musical', 'Tony Award + Nominee + Best Scenic Design of a Musical', 'Tony Award + Winner + Best Original Score', 'Tony Award + Winner + Best Orchestrations', 'Tony Award + Winner + Musical', 'Tony Award + Nominee + Best Sound Design of a Musical']",1185
705,Gypsy,Revival,19,9,"['Drama Desk Award + Winner + Outstanding Actress in a Musical', 'Drama Desk Award + Nominee + Outstanding Revival of a Musical', 'Drama Desk Award + Winner + Outstanding Featured Actor in a Musical', 'Drama Desk Award + Winner + Outstanding Featured Actress in a Musical', 'Drama League + Winner + Outstanding Performance', 'Drama League + Nominee + Distinguished Revival of a Musical', 'Outer Critics Circle + Winner + Outstanding Featured Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Revival of a Musical', 'Outer Critics Circle + Nominee + Outstanding Director of a Musical', 'Outer Critics Circle + Nominee + Outstanding Actor in a Musical', 'Outer Critics Circle + Winner + Outstanding Actress in a Musical', 'Outer Critics Circle + Nominee + Outstanding Featured Actor in a Musical', 'Tony Award + Nominee + Best Direction of a Musical', 'Tony Award + Nominee + Best Revival of a Musical', 'Tony Award + Nominee + Best Sound Design of a Musical', 'Tony Award + Winner + Best Featured Actor in a Musical', 'Tony Award + Winner + Best Featured Actress in a Musical', 'Tony Award + Winner + Best Actress in a Musical', 'Tony Award + Nominee + Best Costume Design of a Musical']",332
